id,first_name,last_name,email,gender,absence_days,extracurricular_activities,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score,Full Name,Overall Percentage,Grade,Rank,Strongest Subject,Weakest Subject
959,Hunter,Allen,hunter.allen.959@gslingacademy.com,male,3,False,82,77,95,81,83,73,76,Hunter Allen,81.0,B,994,Physics,English
960,Shannon,Johnson,shannon.johnson.960@gslingacademy.com,female,2,False,90,98,89,78,74,93,65,Shannon Johnson,83.85714285714286,B,583,History,Geography
961,Samantha,Alexander,samantha.alexander.961@gslingacademy.com,female,4,False,100,68,62,76,72,94,89,Samantha Alexander,80.14285714285714,B,1120,Math,Physics
962,Justin,Lester,justin.lester.962@gslingacademy.com,male,7,True,98,85,75,66,73,88,85,Justin Lester,81.42857142857143,B,937,Math,Chemistry
963,Hunter,Miller,hunter.miller.963@gslingacademy.com,male,0,False,80,84,94,63,62,72,68,Hunter Miller,74.71428571428571,C,1727,Physics,Biology
964,Shelia,Rogers,shelia.rogers.964@gslingacademy.com,female,1,False,89,91,96,100,95,93,86,Shelia Rogers,92.85714285714286,A,56,Chemistry,Geography
965,Laura,Walker,laura.walker.965@gslingacademy.com,female,0,False,96,67,74,90,75,95,83,Laura Walker,82.85714285714286,B,709,Math,History
966,Ashley,Green,ashley.green.966@gslingacademy.com,female,4,False,94,82,80,80,33,93,78,Ashley Green,77.14285714285714,C,1513,Math,Biology
967,Beth,Bonilla,beth.bonilla.967@gslingacademy.com,female,2,False,64,65,97,96,80,80,78,Beth Bonilla,80.0,B,1134,Physics,Math
968,Ray,Padilla,ray.padilla.968@gslingacademy.com,male,3,False,89,89,100,96,96,85,92,Ray Padilla,92.42857142857143,A,68,Physics,English
969,Jennifer,Cummings,jennifer.cummings.969@gslingacademy.com,female,2,True,97,78,99,88,69,98,60,Jennifer Cummings,84.14285714285714,B,548,Physics,Geography
970,Daniel,Peterson,daniel.peterson.970@gslingacademy.com,male,3,False,91,97,87,93,94,90,88,Daniel Peterson,91.42857142857143,A,98,History,Physics
971,Andrew,Miller,andrew.miller.971@gslingacademy.com,male,0,True,96,98,99,65,95,76,68,Andrew Miller,85.28571428571429,B,446,Physics,Chemistry
972,Scott,Jacobson,scott.jacobson.972@gslingacademy.com,male,2,True,81,68,97,86,90,78,80,Scott Jacobson,82.85714285714286,B,709,Physics,History
973,Jennifer,Baker,jennifer.baker.973@gslingacademy.com,female,2,False,87,89,61,66,72,90,61,Jennifer Baker,75.14285714285714,C,1688,English,Physics
974,Suzanne,Morrow,suzanne.morrow.974@gslingacademy.com,female,9,True,67,56,77,93,95,50,74,Suzanne Morrow,73.14285714285714,C,1815,Biology,English
975,Melissa,Gonzales,melissa.gonzales.975@gslingacademy.com,female,2,False,100,95,60,89,77,89,67,Melissa Gonzales,82.42857142857143,B,769,Math,Physics
976,Erik,Miller,erik.miller.976@gslingacademy.com,male,3,False,88,74,60,60,78,94,69,Erik Miller,74.71428571428571,C,1727,English,Physics
977,Pamela,Flores,pamela.flores.977@gslingacademy.com,female,1,True,86,64,100,76,99,77,86,Pamela Flores,84.0,B,565,Physics,History
978,Amanda,Hernandez,amanda.hernandez.978@gslingacademy.com,female,2,False,85,87,90,88,87,97,100,Amanda Hernandez,90.57142857142857,A,131,Geography,Math
979,Gregory,Schaefer,gregory.schaefer.979@gslingacademy.com,male,2,False,93,95,80,88,83,62,65,Gregory Schaefer,80.85714285714286,B,1019,History,English
980,Annette,Logan,annette.logan.980@gslingacademy.com,female,3,True,80,66,77,81,99,99,83,Annette Logan,83.57142857142857,B,615,Biology,History
981,Tamara,Long,tamara.long.981@gslingacademy.com,female,6,False,56,67,57,79,87,89,89,Tamara Long,74.85714285714286,C,1715,English,Math
982,John,Baker,john.baker.982@gslingacademy.com,male,7,False,87,62,84,96,69,98,64,John Baker,80.0,B,1134,English,History
983,Justin,Lynch,justin.lynch.983@gslingacademy.com,male,4,True,97,85,96,61,97,79,70,Justin Lynch,83.57142857142857,B,615,Math,Chemistry
984,Daniel,Knight,daniel.knight.984@gslingacademy.com,male,3,False,86,67,98,86,86,83,89,Daniel Knight,85.0,B,465,Physics,History
985,Angelica,Jones,angelica.jones.985@gslingacademy.com,female,3,False,97,85,81,71,62,62,82,Angelica Jones,77.14285714285714,C,1513,Math,Biology
986,Lance,Nelson,lance.nelson.986@gslingacademy.com,male,2,True,91,94,97,97,100,88,99,Lance Nelson,95.14285714285714,A,8,Biology,English
987,Katherine,Jacobson,katherine.jacobson.987@gslingacademy.com,female,5,False,86,64,96,84,86,96,92,Katherine Jacobson,86.28571428571429,B,353,Physics,History
988,Corey,Taylor,corey.taylor.988@gslingacademy.com,male,8,False,90,97,54,59,82,76,72,Corey Taylor,75.71428571428571,C,1646,History,Physics
989,Laura,Russell,laura.russell.989@gslingacademy.com,female,0,False,95,87,87,84,95,84,65,Laura Russell,85.28571428571429,B,446,Math,Geography
990,Arthur,Harris,arthur.harris.990@gslingacademy.com,male,1,False,90,100,76,76,84,79,84,Arthur Harris,84.14285714285714,B,548,History,Physics
991,Victoria,Garcia,victoria.garcia.991@gslingacademy.com,female,1,True,66,68,87,70,77,76,89,Victoria Garcia,76.14285714285714,C,1613,Geography,Math
992,David,Gonzales,david.gonzales.992@gslingacademy.com,male,6,False,81,92,72,91,67,71,88,David Gonzales,80.28571428571429,B,1099,History,Biology
993,Charles,Thomas,charles.thomas.993@gslingacademy.com,male,2,False,85,99,86,69,68,98,62,Charles Thomas,81.0,B,994,History,Geography
994,Oscar,Gonzalez,oscar.gonzalez.994@gslingacademy.com,male,1,True,94,90,95,85,98,91,96,Oscar Gonzalez,92.71428571428571,A,62,Biology,Chemistry
995,Sarah,Miller,sarah.miller.995@gslingacademy.com,female,2,False,81,71,83,63,80,79,83,Sarah Miller,77.14285714285714,C,1513,Physics,Chemistry
996,Eric,Davis,eric.davis.996@gslingacademy.com,male,1,True,97,87,95,67,98,93,89,Eric Davis,89.42857142857143,B,179,Biology,Chemistry
997,Patrick,Martin,patrick.martin.997@gslingacademy.com,male,3,True,100,79,72,98,87,76,76,Patrick Martin,84.0,B,565,Math,Physics
998,Susan,Schmidt,susan.schmidt.998@gslingacademy.com,female,6,False,54,64,72,80,98,83,85,Susan Schmidt,76.57142857142857,C,1567,Biology,Math
999,Brett,Bell,brett.bell.999@gslingacademy.com,male,5,False,97,87,70,74,73,74,81,Brett Bell,79.42857142857143,C,1224,Math,Physics
1000,Dennis,Summers,dennis.summers.1000@gslingacademy.com,male,1,True,65,83,67,84,89,65,73,Dennis Summers,75.14285714285714,C,1688,Biology,Math
1001,Brandon,Smith,brandon.smith.1001@gslingacademy.com,male,10,True,53,51,57,72,77,78,79,Brandon Smith,66.71428571428571,D,1967,Geography,History
1002,Nicole,Williams,nicole.williams.1002@gslingacademy.com,female,10,True,82,74,80,88,92,96,95,Nicole Williams,86.71428571428571,B,325,English,History
1003,Rachel,Frye,rachel.frye.1003@gslingacademy.com,female,10,False,93,90,79,54,53,99,79,Rachel Frye,78.14285714285714,C,1388,English,Biology
1004,Tyler,Cabrera,tyler.cabrera.1004@gslingacademy.com,male,3,False,93,90,73,94,81,84,74,Tyler Cabrera,84.14285714285714,B,548,Chemistry,Physics
1005,Maureen,Jones,maureen.jones.1005@gslingacademy.com,female,9,False,91,95,88,89,58,81,69,Maureen Jones,81.57142857142857,B,915,History,Biology
1006,Pamela,Green,pamela.green.1006@gslingacademy.com,female,3,False,99,91,85,100,84,77,98,Pamela Green,90.57142857142857,A,131,Chemistry,English
1007,Jeffery,Mcdonald,jeffery.mcdonald.1007@gslingacademy.com,male,0,False,87,63,81,85,62,98,81,Jeffery Mcdonald,79.57142857142857,C,1200,English,Biology
1008,Austin,Matthews,austin.matthews.1008@gslingacademy.com,male,0,False,83,79,91,62,63,76,93,Austin Matthews,78.14285714285714,C,1388,Geography,Chemistry
1009,Jacqueline,Allen,jacqueline.allen.1009@gslingacademy.com,female,2,True,59,73,90,74,95,77,81,Jacqueline Allen,78.42857142857143,C,1355,Biology,Math
1010,Joanna,Dominguez,joanna.dominguez.1010@gslingacademy.com,female,2,False,74,68,71,60,97,64,63,Joanna Dominguez,71.0,C,1888,Biology,Chemistry
1011,Brian,Griffin,brian.griffin.1011@gslingacademy.com,male,3,True,81,98,71,92,74,93,63,Brian Griffin,81.71428571428571,B,890,History,Geography
1012,Dean,Lee,dean.lee.1012@gslingacademy.com,male,3,True,80,92,85,81,94,75,72,Dean Lee,82.71428571428571,B,730,Biology,Geography
1013,Denise,Rodriguez,denise.rodriguez.1013@gslingacademy.com,female,0,True,89,66,72,77,79,95,92,Denise Rodriguez,81.42857142857143,B,937,English,History
1014,Brendan,Rivera,brendan.rivera.1014@gslingacademy.com,male,3,False,65,78,82,65,100,92,64,Brendan Rivera,78.0,C,1411,Biology,Geography
1015,Jackson,Smith,jackson.smith.1015@gslingacademy.com,male,10,False,94,61,60,77,75,93,60,Jackson Smith,74.28571428571429,C,1753,Math,Physics
1016,Craig,Weber,craig.weber.1016@gslingacademy.com,male,3,False,93,70,80,67,77,80,91,Craig Weber,79.71428571428571,C,1178,Math,Chemistry
1017,Joseph,Carpenter,joseph.carpenter.1017@gslingacademy.com,male,2,False,90,69,91,84,65,86,93,Joseph Carpenter,82.57142857142857,B,752,Geography,Biology
1018,Sarah,Tucker,sarah.tucker.1018@gslingacademy.com,female,3,False,67,60,87,73,92,82,70,Sarah Tucker,75.85714285714286,C,1637,Biology,History
1019,Steven,Hernandez,steven.hernandez.1019@gslingacademy.com,male,3,False,81,91,73,72,49,81,72,Steven Hernandez,74.14285714285714,C,1766,History,Biology
1020,Robert,Foley,robert.foley.1020@gslingacademy.com,male,1,False,95,71,88,96,82,65,80,Robert Foley,82.42857142857143,B,769,Chemistry,English
1021,Michael,Carr,michael.carr.1021@gslingacademy.com,male,10,False,67,50,93,86,66,73,85,Michael Carr,74.28571428571429,C,1753,Physics,History
1022,Walter,Herrera,walter.herrera.1022@gslingacademy.com,male,7,False,83,69,99,88,87,81,68,Walter Herrera,82.14285714285714,B,807,Physics,Geography
1023,Sarah,Mckinney,sarah.mckinney.1023@gslingacademy.com,female,3,True,87,96,67,64,67,81,90,Sarah Mckinney,78.85714285714286,C,1306,History,Chemistry
1024,Jacob,Nguyen,jacob.nguyen.1024@gslingacademy.com,male,3,True,82,71,84,68,74,64,73,Jacob Nguyen,73.71428571428571,C,1792,Physics,English
1025,Mary,Garza,mary.garza.1025@gslingacademy.com,female,4,False,97,87,65,90,66,84,75,Mary Garza,80.57142857142857,B,1056,Math,Physics
1026,Jesse,Hawkins,jesse.hawkins.1026@gslingacademy.com,male,1,True,88,67,77,89,97,70,71,Jesse Hawkins,79.85714285714286,C,1155,Biology,History
1027,Jordan,Boyd,jordan.boyd.1027@gslingacademy.com,female,4,False,91,94,81,61,61,82,73,Jordan Boyd,77.57142857142857,C,1464,History,Chemistry
1028,Latoya,Mullins,latoya.mullins.1028@gslingacademy.com,female,7,False,77,60,83,65,81,80,88,Latoya Mullins,76.28571428571429,C,1595,Geography,History
1029,Jill,Armstrong,jill.armstrong.1029@gslingacademy.com,female,7,False,94,65,96,77,83,75,98,Jill Armstrong,84.0,B,565,Geography,History
1030,Aaron,Peterson,aaron.peterson.1030@gslingacademy.com,male,8,False,100,82,91,82,70,51,77,Aaron Peterson,79.0,C,1284,Math,English
1031,April,Greene,april.greene.1031@gslingacademy.com,female,3,False,96,75,79,72,69,94,64,April Greene,78.42857142857143,C,1355,Math,Geography
1032,Theodore,Gomez,theodore.gomez.1032@gslingacademy.com,male,5,True,75,64,76,65,44,80,91,Theodore Gomez,70.71428571428571,C,1896,Geography,Biology
1033,John,Gardner,john.gardner.1033@gslingacademy.com,male,1,False,94,84,85,63,67,89,66,John Gardner,78.28571428571429,C,1374,Math,Chemistry
1034,Joseph,Petersen,joseph.petersen.1034@gslingacademy.com,male,3,True,89,100,89,65,91,83,61,Joseph Petersen,82.57142857142857,B,752,History,Geography
1035,Matthew,Potter,matthew.potter.1035@gslingacademy.com,male,5,False,100,80,74,87,77,95,92,Matthew Potter,86.42857142857143,B,344,Math,Physics
1036,Linda,Munoz,linda.munoz.1036@gslingacademy.com,female,7,False,94,97,61,67,77,88,70,Linda Munoz,79.14285714285714,C,1264,History,Physics
1037,Samantha,Stewart,samantha.stewart.1037@gslingacademy.com,female,6,False,78,78,100,87,98,80,98,Samantha Stewart,88.42857142857143,B,221,Physics,Math
1038,Michael,Reyes,michael.reyes.1038@gslingacademy.com,male,6,False,65,71,88,57,75,62,62,Michael Reyes,68.57142857142857,D,1935,Physics,Chemistry
1039,Sarah,Murphy,sarah.murphy.1039@gslingacademy.com,female,7,False,68,81,72,76,93,94,97,Sarah Murphy,83.0,B,688,Geography,Math
1040,Derrick,Melton,derrick.melton.1040@gslingacademy.com,male,8,True,93,78,98,76,86,89,92,Derrick Melton,87.42857142857143,B,283,Physics,Chemistry
1041,Donna,Horne,donna.horne.1041@gslingacademy.com,female,2,False,100,64,95,83,83,94,83,Donna Horne,86.0,B,380,Math,History
1042,Natasha,Butler,natasha.butler.1042@gslingacademy.com,female,5,False,85,99,64,78,63,95,91,Natasha Butler,82.14285714285714,B,807,History,Biology
1043,David,Vasquez,david.vasquez.1043@gslingacademy.com,male,1,True,80,93,82,89,94,95,70,David Vasquez,86.14285714285714,B,370,English,Geography
1044,Christopher,Lester,christopher.lester.1044@gslingacademy.com,male,8,False,97,80,60,98,86,83,75,Christopher Lester,82.71428571428571,B,730,Chemistry,Physics
1045,Martin,Franco,martin.franco.1045@gslingacademy.com,male,3,True,85,90,100,84,95,77,62,Martin Franco,84.71428571428571,B,494,Physics,Geography
1046,Katherine,Donaldson,katherine.donaldson.1046@gslingacademy.com,female,2,False,87,76,87,98,61,92,81,Katherine Donaldson,83.14285714285714,B,670,Chemistry,Biology
1047,Harold,Daniels,harold.daniels.1047@gslingacademy.com,male,2,False,79,70,82,63,90,89,96,Harold Daniels,81.28571428571429,B,957,Geography,Chemistry
1048,Michael,Anderson,michael.anderson.1048@gslingacademy.com,male,3,False,87,86,73,88,98,71,85,Michael Anderson,84.0,B,565,Biology,English
1049,Nichole,Harrington,nichole.harrington.1049@gslingacademy.com,female,6,False,72,88,62,60,97,86,64,Nichole Harrington,75.57142857142857,C,1664,Biology,Chemistry
1050,Wendy,Clark,wendy.clark.1050@gslingacademy.com,female,4,True,89,99,93,99,87,89,98,Wendy Clark,93.42857142857143,A,37,History,Biology
1051,Chelsea,Taylor,chelsea.taylor.1051@gslingacademy.com,female,0,False,62,88,87,90,84,88,95,Chelsea Taylor,84.85714285714286,B,479,Geography,Math
1052,Jeffrey,Knight,jeffrey.knight.1052@gslingacademy.com,male,2,False,93,84,86,82,62,87,84,Jeffrey Knight,82.57142857142857,B,752,Math,Biology
1053,Katelyn,Watkins,katelyn.watkins.1053@gslingacademy.com,female,3,False,75,97,97,83,74,74,74,Katelyn Watkins,82.0,B,832,History,Biology
1054,Anne,Johnston,anne.johnston.1054@gslingacademy.com,female,1,False,75,66,61,69,68,96,63,Anne Johnston,71.14285714285714,C,1884,English,Physics
1055,Rebecca,Carpenter,rebecca.carpenter.1055@gslingacademy.com,female,1,False,88,93,92,70,90,94,85,Rebecca Carpenter,87.42857142857143,B,283,English,Chemistry
1056,Ashley,Baker,ashley.baker.1056@gslingacademy.com,female,5,False,86,95,95,72,72,80,65,Ashley Baker,80.71428571428571,B,1035,History,Geography
1057,Lacey,Norris,lacey.norris.1057@gslingacademy.com,female,8,False,86,98,97,75,83,95,80,Lacey Norris,87.71428571428571,B,260,History,Chemistry
1058,Angela,Moore,angela.moore.1058@gslingacademy.com,female,1,True,99,95,88,68,91,62,75,Angela Moore,82.57142857142857,B,752,Math,English
1059,Maria,Obrien,maria.obrien.1059@gslingacademy.com,female,0,False,95,85,76,96,68,74,93,Maria Obrien,83.85714285714286,B,583,Chemistry,Biology
1060,Rebecca,Larsen,rebecca.larsen.1060@gslingacademy.com,female,2,False,92,72,61,93,86,97,79,Rebecca Larsen,82.85714285714286,B,709,English,Physics
1061,Amanda,Rodriguez,amanda.rodriguez.1061@gslingacademy.com,female,5,False,88,91,96,99,85,62,86,Amanda Rodriguez,86.71428571428571,B,325,Chemistry,English
1062,Patrick,Clark,patrick.clark.1062@gslingacademy.com,male,7,False,92,60,76,61,94,93,94,Patrick Clark,81.42857142857143,B,937,Biology,History
1063,Janet,Morrison,janet.morrison.1063@gslingacademy.com,female,8,False,70,70,75,83,60,86,62,Janet Morrison,72.28571428571429,C,1848,English,Biology
1064,James,Acosta,james.acosta.1064@gslingacademy.com,male,1,False,85,90,98,92,89,88,95,James Acosta,91.0,A,115,Physics,Math
1065,Richard,Burke,richard.burke.1065@gslingacademy.com,male,3,False,79,78,69,80,72,71,88,Richard Burke,76.71428571428571,C,1553,Geography,Physics
1066,Donald,Contreras,donald.contreras.1066@gslingacademy.com,male,0,False,60,88,75,94,87,82,79,Donald Contreras,80.71428571428571,B,1035,Chemistry,Math
1067,Kenneth,Mendez,kenneth.mendez.1067@gslingacademy.com,male,10,False,63,86,89,87,67,73,80,Kenneth Mendez,77.85714285714286,C,1432,Physics,Math
1068,Kenneth,Sparks,kenneth.sparks.1068@gslingacademy.com,male,3,False,99,77,82,60,88,91,93,Kenneth Sparks,84.28571428571429,B,531,Math,Chemistry
1069,Natasha,Morales,natasha.morales.1069@gslingacademy.com,female,4,False,93,61,71,82,43,94,88,Natasha Morales,76.0,C,1622,English,Biology
1070,David,Mendoza,david.mendoza.1070@gslingacademy.com,male,1,False,63,72,92,82,84,82,60,David Mendoza,76.42857142857143,C,1578,Physics,Geography
1071,Melissa,Wright,melissa.wright.1071@gslingacademy.com,female,1,False,81,86,84,78,63,86,73,Melissa Wright,78.71428571428571,C,1317,History,Biology
1072,Cindy,Hamilton,cindy.hamilton.1072@gslingacademy.com,female,5,False,60,61,66,82,100,76,79,Cindy Hamilton,74.85714285714286,C,1715,Biology,Math
1073,Nancy,Walker,nancy.walker.1073@gslingacademy.com,female,7,False,68,50,68,53,58,87,74,Nancy Walker,65.42857142857143,D,1983,English,History
1074,Matthew,Peterson,matthew.peterson.1074@gslingacademy.com,male,7,False,89,97,65,75,61,60,60,Matthew Peterson,72.42857142857143,C,1844,History,English
1075,Grant,Mason,grant.mason.1075@gslingacademy.com,male,1,True,86,87,89,91,90,85,92,Grant Mason,88.57142857142857,B,215,Geography,English
1076,David,Mays,david.mays.1076@gslingacademy.com,male,2,True,71,96,83,76,60,87,74,David Mays,78.14285714285714,C,1388,History,Biology
1077,Sheryl,Parker,sheryl.parker.1077@gslingacademy.com,female,9,False,72,69,58,79,70,50,98,Sheryl Parker,70.85714285714286,C,1892,Geography,English
1078,Ross,Sanchez,ross.sanchez.1078@gslingacademy.com,male,2,False,74,67,90,69,83,89,68,Ross Sanchez,77.14285714285714,C,1513,Physics,History
1079,Robert,Barnett,robert.barnett.1079@gslingacademy.com,male,2,False,99,84,75,81,91,87,63,Robert Barnett,82.85714285714286,B,709,Math,Geography
1080,Dean,Sims,dean.sims.1080@gslingacademy.com,male,4,False,99,78,74,95,72,65,91,Dean Sims,82.0,B,832,Math,English
1081,Jaime,Morrison,jaime.morrison.1081@gslingacademy.com,male,2,False,88,71,82,98,91,73,74,Jaime Morrison,82.42857142857143,B,769,Chemistry,History
1082,Regina,Hernandez,regina.hernandez.1082@gslingacademy.com,female,3,False,65,72,77,89,74,76,61,Regina Hernandez,73.42857142857143,C,1805,Chemistry,Geography
1083,Margaret,Smith,margaret.smith.1083@gslingacademy.com,female,5,False,90,99,87,81,90,80,92,Margaret Smith,88.42857142857143,B,221,History,English
1084,Kyle,Garcia,kyle.garcia.1084@gslingacademy.com,male,9,False,91,88,79,60,82,96,83,Kyle Garcia,82.71428571428571,B,730,English,Chemistry
1085,Trevor,Stark,trevor.stark.1085@gslingacademy.com,male,3,False,86,92,66,66,100,99,91,Trevor Stark,85.71428571428571,B,406,Biology,Physics
1086,Nathaniel,Adams,nathaniel.adams.1086@gslingacademy.com,male,2,False,86,84,98,67,76,75,65,Nathaniel Adams,78.71428571428571,C,1317,Physics,Geography
1087,Gabriela,Martinez,gabriela.martinez.1087@gslingacademy.com,female,4,False,92,91,85,94,69,80,71,Gabriela Martinez,83.14285714285714,B,670,Chemistry,Biology
1088,Debra,Walter,debra.walter.1088@gslingacademy.com,female,3,True,90,97,64,64,61,81,93,Debra Walter,78.57142857142857,C,1338,History,Biology
1089,Kimberly,Herrera,kimberly.herrera.1089@gslingacademy.com,female,3,False,98,69,61,62,82,87,64,Kimberly Herrera,74.71428571428571,C,1727,Math,Physics
1090,William,Fleming,william.fleming.1090@gslingacademy.com,male,1,False,72,93,68,62,83,98,67,William Fleming,77.57142857142857,C,1464,English,Chemistry
1091,Brandon,Foster,brandon.foster.1091@gslingacademy.com,male,3,True,77,93,83,84,83,84,71,Brandon Foster,82.14285714285714,B,807,History,Geography
1092,John,Wilson,john.wilson.1092@gslingacademy.com,male,10,False,75,52,84,70,81,99,85,John Wilson,78.0,C,1411,English,History
1093,George,Kerr,george.kerr.1093@gslingacademy.com,male,1,False,94,82,83,76,83,93,94,George Kerr,86.42857142857143,B,344,Math,Chemistry
1094,Kenneth,Gilbert,kenneth.gilbert.1094@gslingacademy.com,male,7,False,75,88,71,62,90,78,95,Kenneth Gilbert,79.85714285714286,C,1155,Geography,Chemistry
1095,Jodi,Price,jodi.price.1095@gslingacademy.com,female,0,False,91,91,66,97,62,89,82,Jodi Price,82.57142857142857,B,752,Chemistry,Biology
1096,Jordan,Sheppard,jordan.sheppard.1096@gslingacademy.com,male,0,False,75,64,100,63,98,71,73,Jordan Sheppard,77.71428571428571,C,1446,Physics,Chemistry
1097,Tristan,Martinez,tristan.martinez.1097@gslingacademy.com,male,3,False,93,79,86,72,89,61,98,Tristan Martinez,82.57142857142857,B,752,Geography,English
1098,Sharon,Chandler,sharon.chandler.1098@gslingacademy.com,female,5,False,86,81,80,85,62,86,69,Sharon Chandler,78.42857142857143,C,1355,Math,Biology
1099,Steven,Allen,steven.allen.1099@gslingacademy.com,male,1,False,92,61,96,79,97,89,78,Steven Allen,84.57142857142857,B,505,Biology,History
1100,Douglas,Robertson,douglas.robertson.1100@gslingacademy.com,male,5,False,90,91,61,72,64,84,72,Douglas Robertson,76.28571428571429,C,1595,History,Physics
1101,Sabrina,Zavala,sabrina.zavala.1101@gslingacademy.com,female,1,False,92,78,96,91,82,98,100,Sabrina Zavala,91.0,A,115,Geography,History
1102,Corey,Merritt,corey.merritt.1102@gslingacademy.com,male,2,False,90,88,71,96,72,74,80,Corey Merritt,81.57142857142857,B,915,Chemistry,Physics
1103,Jennifer,Salas,jennifer.salas.1103@gslingacademy.com,female,6,True,78,92,77,100,61,82,61,Jennifer Salas,78.71428571428571,C,1317,Chemistry,Biology
1104,John,Klein,john.klein.1104@gslingacademy.com,male,10,False,82,58,58,91,91,55,98,John Klein,76.14285714285714,C,1613,Geography,English
1105,Rachel,Grant,rachel.grant.1105@gslingacademy.com,female,5,False,86,62,81,63,75,92,95,Rachel Grant,79.14285714285714,C,1264,Geography,History
1106,Jose,Wood,jose.wood.1106@gslingacademy.com,male,1,False,83,63,93,94,93,90,78,Jose Wood,84.85714285714286,B,479,Chemistry,History
1107,Michelle,Mcdonald,michelle.mcdonald.1107@gslingacademy.com,female,0,False,69,85,70,79,68,81,89,Michelle Mcdonald,77.28571428571429,C,1493,Geography,Biology
1108,Thomas,George,thomas.george.1108@gslingacademy.com,male,0,False,83,81,96,96,62,82,77,Thomas George,82.42857142857143,B,769,Physics,Biology
1109,Charles,Torres,charles.torres.1109@gslingacademy.com,male,2,False,84,63,98,70,92,78,93,Charles Torres,82.57142857142857,B,752,Physics,History
1110,Jonathan,Finley,jonathan.finley.1110@gslingacademy.com,male,2,True,89,71,77,88,66,80,87,Jonathan Finley,79.71428571428571,C,1178,Math,Biology
1111,Diana,Long,diana.long.1111@gslingacademy.com,female,0,False,77,99,73,83,71,82,80,Diana Long,80.71428571428571,B,1035,History,Biology
1112,Jonathan,Johnson,jonathan.johnson.1112@gslingacademy.com,male,0,False,94,88,98,64,99,98,96,Jonathan Johnson,91.0,A,115,Biology,Chemistry
1113,Nicole,Robinson,nicole.robinson.1113@gslingacademy.com,female,3,False,93,64,81,74,96,94,98,Nicole Robinson,85.71428571428571,B,406,Geography,History
1114,Rebecca,Mckinney,rebecca.mckinney.1114@gslingacademy.com,female,3,False,92,88,90,94,88,92,96,Rebecca Mckinney,91.42857142857143,A,98,Geography,History
1115,Daniel,Guerrero,daniel.guerrero.1115@gslingacademy.com,male,2,False,73,87,92,99,84,91,71,Daniel Guerrero,85.28571428571429,B,446,Chemistry,Geography
1116,Jillian,Dominguez,jillian.dominguez.1116@gslingacademy.com,female,3,True,90,87,100,98,91,98,96,Jillian Dominguez,94.28571428571429,A,17,Physics,History
1117,Samantha,Phillips,samantha.phillips.1117@gslingacademy.com,female,10,False,87,58,85,82,100,87,91,Samantha Phillips,84.28571428571429,B,531,Biology,History
1118,Dylan,Rogers,dylan.rogers.1118@gslingacademy.com,male,2,False,88,74,99,72,63,87,79,Dylan Rogers,80.28571428571429,B,1099,Physics,Biology
1119,Brittany,Spencer,brittany.spencer.1119@gslingacademy.com,female,6,False,88,99,71,85,82,94,90,Brittany Spencer,87.0,B,309,History,Physics
1120,Melissa,Terry,melissa.terry.1120@gslingacademy.com,female,1,True,96,87,64,88,64,92,77,Melissa Terry,81.14285714285714,B,975,Math,Physics
1121,Robin,Perez,robin.perez.1121@gslingacademy.com,female,3,False,89,96,85,91,100,91,91,Robin Perez,91.85714285714286,A,87,Biology,Physics
1122,Veronica,Hopkins,veronica.hopkins.1122@gslingacademy.com,female,1,False,58,77,69,83,94,70,97,Veronica Hopkins,78.28571428571429,C,1374,Geography,Math
1123,Daniel,Lewis,daniel.lewis.1123@gslingacademy.com,male,2,False,95,98,97,94,88,99,96,Daniel Lewis,95.28571428571429,A,6,English,Biology
1124,Mallory,Collins,mallory.collins.1124@gslingacademy.com,female,8,True,76,69,86,72,71,79,63,Mallory Collins,73.71428571428571,C,1792,Physics,Geography
1125,Stephen,Sosa,stephen.sosa.1125@gslingacademy.com,male,2,False,87,89,91,76,77,97,61,Stephen Sosa,82.57142857142857,B,752,English,Geography
1126,Andrew,Hunter,andrew.hunter.1126@gslingacademy.com,male,2,False,60,65,86,66,61,99,89,Andrew Hunter,75.14285714285714,C,1688,English,Math
1127,David,Hartman,david.hartman.1127@gslingacademy.com,male,10,False,70,61,83,52,81,97,69,David Hartman,73.28571428571429,C,1810,English,Chemistry
1128,Paul,Taylor,paul.taylor.1128@gslingacademy.com,male,6,False,90,86,99,94,100,89,85,Paul Taylor,91.85714285714286,A,87,Biology,Geography
1129,Brittany,Simmons,brittany.simmons.1129@gslingacademy.com,female,2,False,75,96,61,73,60,77,81,Brittany Simmons,74.71428571428571,C,1727,History,Biology
1130,Emma,Jones,emma.jones.1130@gslingacademy.com,female,3,True,96,100,96,87,83,81,95,Emma Jones,91.14285714285714,A,110,History,English
1131,Matthew,Aguilar,matthew.aguilar.1131@gslingacademy.com,male,2,False,88,98,81,61,62,96,60,Matthew Aguilar,78.0,C,1411,History,Geography
1132,Brett,Myers,brett.myers.1132@gslingacademy.com,male,2,True,99,60,87,94,71,93,93,Brett Myers,85.28571428571429,B,446,Math,History
1133,Lisa,Alexander,lisa.alexander.1133@gslingacademy.com,female,4,False,86,99,64,88,84,95,97,Lisa Alexander,87.57142857142857,B,271,History,Physics
1134,Stephanie,Allen,stephanie.allen.1134@gslingacademy.com,female,4,True,96,61,85,87,83,80,79,Stephanie Allen,81.57142857142857,B,915,Math,History
